protein_id,motif_ac,start_pos,end_pos,score,length
P35606,PS50294,11,266,0,256
P35606,PS50082,95,127,0,33
P35606,PS50082,138,180,0,43
P35606,PS50082,181,224,0,44
P35606,PS50082,225,266,0,42
P35638,PS50217,99,162,0,64
P35659,PS51998,319,375,0,57
P35869,PS50888,27,80,0,54
P35869,PS50112,111,181,0,71
P36021,PS50850,320,539,0,220
P36578,PS00687,15,22,,8
P36578,PS00939,116,142,,27
P36639,PS51462,3,132,0,130
P36639,PS00893,37,58,,22
P36776,PS51787,124,370,0,247
P36776,PS51786,759,949,0,191
P36776,PS01046,852,860,,9
P36954,PS01030,16,42,,27
P36954,PS51133,82,124,0,43
P36954,PS00466,86,123,,38
P36954,PS00290,112,118,,7
P36957,PS50968,70,144,0,75
P36957,PS00189,94,123,,30
P37059,PS00197,40,48,,9
P37059,PS00061,219,247,,29
P37173,PS50011,244,544,0,301
P37173,PS00107,250,277,,28
P37173,PS00108,375,387,,13
P38159,PS50102,8,86,0,79
P38398,PS50089,24,65,0,42
P38398,PS00518,39,48,,10
P38398,PS50172,1642,1736,0,95
P38398,PS50172,1756,1855,0,100
P38484,PS50853,142,240,0,99
P38606,PS51257,1,32,0,32
P38606,PS00152,446,455,,10
P38935,PS51061,723,786,0,64
P38935,PS51039,891,940,0,50
P39019,PS00628,89,108,,20
P39880,PS51042,542,629,0,88
P39880,PS51042,934,1021,0,88
P39880,PS51042,1117,1204,0,88
P39880,PS50071,1242,1302,0,61
P39880,PS00027,1277,1300,,24
P40189,PS50853,224,324,0,101
P40189,PS50853,329,424,0,96
P40189,PS01353,404,457,,54
P40189,PS50853,426,517,0,92
P40189,PS50853,518,613,0,96
P40227,PS00750,35,47,,13
P40227,PS00751,56,72,,17
P40227,PS00995,84,92,,9
P40238,PS50853,172,281,0,110
P40238,PS50853,392,486,0,95
P40238,PS01352,406,483,,78
P40429,PS00783,84,107,,24
P40692,PS00058,98,104,,7
P40818,PS50206,195,313,0,119
P40818,PS50235,777,1109,0,333
P40818,PS00972,778,793,,16
P40818,PS00304,823,832,,10
P40818,PS00973,1051,1068,,18
P40925,PS00068,155,167,,13
P40939,PS00166,138,158,,21
P40939,PS00067,541,565,,25
P40967,PS50093,255,292,0,38
P41002,PS50181,29,76,0,48
P41002,PS00292,310,341,,32
P41091,PS51722,39,248,0,210
P41182,PS50097,32,99,0,68
P41182,PS50157,518,546,0,29
P41182,PS00028,520,541,,22
P41182,PS50157,546,573,0,28
P41182,PS00028,548,568,,21
P41182,PS50157,574,601,0,28
P41182,PS00028,576,596,,21
P41182,PS50157,602,629,0,28
P41182,PS00028,604,624,,21
P41182,PS50157,630,657,0,28
P41182,PS00028,632,652,,21
P41182,PS50157,658,681,0,24
P41182,PS00028,660,681,,22
P41214,PS50890,93,173,0,81
P41214,PS51925,383,467,0,85
P41214,PS50296,491,564,0,74
P41220,PS50132,83,199,0,117
P41223,PS00997,100,122,,23
P41223,PS00998,134,143,,10
P41250,PS51185,63,119,0,57
P41250,PS00762,74,102,,29
P41250,PS50862,262,608,0,347
P41252,PS00178,48,59,,12
P41279,PS50011,138,388,0,251
P41279,PS00108,249,261,,13
P42167,PS50955,5,48,0,44
P42167,PS50954,109,153,0,45
P42226,PS50001,517,632,0,116
P42285,PS51192,148,304,0,157
P42285,PS51194,405,577,0,173
P42345,PS51189,1382,1982,0,601
P42345,PS50290,2156,2469,0,314
P42345,PS00915,2186,2200,,15
P42345,PS00916,2323,2343,,21
P42345,PS51190,2517,2549,0,33
P42356,PS51257,1,19,0,19
P42356,PS00063,38,53,,16
P42356,PS51545,1530,1718,0,189
P42356,PS50290,1808,2086,0,279
P42356,PS00915,1849,1863,,15
P42356,PS00916,1942,1962,,21
P42575,PS50209,32,121,0,90
P42575,PS50208,198,324,0,127
P42575,PS01121,264,278,,15
P42575,PS01122,311,322,,12
P42575,PS50207,354,447,0,94
P42696,PS50102,185,280,0,96
P42696,PS50102,287,364,0,78
P42704,PS51375,161,195,0,35
P42704,PS51375,196,230,0,35
P42704,PS51375,231,265,0,35
P42704,PS51375,266,300,0,35
P42704,PS51375,438,472,0,35
P42704,PS51375,710,744,0,35
P42704,PS51375,747,781,0,35
P42704,PS51375,785,819,0,35
P42704,PS51375,954,988,0,35
P42704,PS51375,1066,1102,0,37
P42704,PS51375,1317,1351,0,35
P42766,PS00579,43,57,,15
P42771,PS50297,16,130,0,115
P43034,PS50896,7,39,0,33
P43034,PS50082,104,145,0,42
P43034,PS50294,104,410,0,307
P43034,PS50082,146,187,0,42
P43034,PS00678,165,179,,15
P43034,PS50082,188,229,0,42
P43034,PS00678,207,221,,15
P43034,PS50082,230,271,0,42
P43034,PS50082,308,333,0,26
P43034,PS00678,311,325,,15
P43034,PS50082,334,375,0,42
P43034,PS50082,376,410,0,35
P43034,PS00678,395,409,,15
P43235,PS00139,133,144,,12
P43235,PS00639,274,284,,11
P43235,PS00640,291,310,,20
P43246,PS00486,743,759,,17
P43364,PS50838,222,421,0,200
P43657,PS50262,34,291,0,258
P43657,PS00237,102,118,,17
P45844,PS50893,77,317,0,241
P45844,PS00211,217,231,,15
P46013,PS50006,27,76,1,50
P46063,PS51192,100,275,0,176
P46063,PS51194,300,451,0,152
P46087,PS51686,300,587,0,288
P46087,PS01153,454,465,,12
P46091,PS50262,55,304,0,250
P46379,PS50053,17,77,0,61
P46379,PS00299,43,68,,26
P46736,PS50249,12,179,0,168
P46776,PS00475,110,141,,32
P46778,PS01171,37,62,,26
P46782,PS00052,70,96,,27
P46821,PS00230,1886,1895,,10
P46821,PS00230,1903,1912,,10
P46821,PS00230,1937,1946,,10
P46821,PS00230,1971,1980,,10
P46821,PS00230,2005,2014,,10
P46821,PS00230,2039,2048,,10
P46934,PS50020,610,643,0,34
P46934,PS01159,616,641,,26
P46934,PS50020,767,800,0,34
P46934,PS01159,773,798,,26
P46934,PS50020,840,873,0,34
P46934,PS01159,846,871,,26
P46934,PS50020,892,925,0,34
P46934,PS01159,898,923,,26
P46934,PS50237,984,1318,0,335
P46937,PS50020,171,204,0,34
P46937,PS01159,177,202,,26
P46937,PS50020,230,263,0,34
P46937,PS01159,236,261,,26
P46939,PS50021,31,135,0,105
P46939,PS00019,33,42,,10
P46939,PS00020,107,131,,25
P46939,PS50021,150,255,0,106
P46939,PS50020,2812,2845,0,34
P46939,PS01159,2818,2843,,26
P46939,PS50135,3065,3121,0,57
P46939,PS01357,3070,3097,,28
P47211,PS50262,50,303,0,254
P47211,PS00237,121,137,,17
P47224,PS51796,9,123,0,115
P47712,PS50004,6,122,0,117
P47712,PS51210,140,740,0,601
P47712,PS00387,517,523,,7
P47712,PS00136,545,555,,11
P47756,PS00231,62,67,,6
P47897,PS00178,270,281,,12
P48449,PS01074,574,588,,15
P48509,PS00421,68,90,,23
P48643,PS00750,49,61,,13
P48643,PS00751,70,86,,17
P48643,PS00995,98,106,,9
P48729,PS50011,17,285,0,269
P48729,PS00107,23,46,,24
P48729,PS00108,132,144,,13
P48736,PS51544,34,141,0,108
P48736,PS51546,217,309,0,93
P48736,PS51547,357,521,0,165
P48736,PS51545,541,723,0,183
P48736,PS50290,797,1080,0,284
P48736,PS00915,832,846,,15
P48736,PS00916,931,951,,21
P48764,PS00678,354,368,,15
P49207,PS01145,15,28,,14
P49257,PS51328,44,267,0,224
P49327,PS52004,1,406,0,406
P49327,PS00606,152,168,,17
P49327,PS52019,838,1108,0,271
P49327,PS50075,2121,2198,0,78
P49327,PS00012,2151,2166,,16
P49368,PS00750,38,50,,13
P49368,PS00751,59,75,,17
P49368,PS00995,87,95,,9
P49411,PS51722,58,254,0,197
P49411,PS00301,99,114,,16
P49419,PS00687,295,302,,8
P49450,PS00959,66,74,,9
P49591,PS50862,203,453,0,251
P49711,PS50157,266,293,0,28
P49711,PS00028,268,288,,21
P49711,PS50157,294,321,0,28
P49711,PS00028,296,316,,21
P49711,PS50157,322,350,0,29
P49711,PS00028,324,345,,22
P49711,PS50157,351,378,0,28
P49711,PS50157,379,406,0,28
P49711,PS50157,407,435,0,29
P49711,PS00028,409,430,,22
P49711,PS50157,437,465,0,29
P49711,PS00028,439,460,,22
P49711,PS50157,467,494,0,28
P49711,PS00028,469,489,,21
P49711,PS50157,495,522,0,28
P49711,PS00028,497,517,,21
P49711,PS50157,523,546,0,24
P49711,PS00028,525,546,,22
P49711,PS50157,555,573,0,19
P49715,PS50217,282,345,0,64
P49720,PS51476,8,190,0,183
P49720,PS00854,12,59,,48
P49721,PS51476,1,183,0,183
P49721,PS00854,5,52,,48
P49736,PS50051,473,679,0,207
P49736,PS00847,582,590,,9
P49754,PS50236,568,712,0,145
P49754,PS50089,791,839,0,49
P49755,PS50866,41,193,0,153
P49756,PS50102,87,164,0,78
P49756,PS51025,750,843,0,94
P49757,PS01179,37,173,0,137
P49773,PS51084,18,126,0,109
P49773,PS00892,99,117,,19
P49790,PS00152,144,153,,10
P49790,PS50199,657,687,0,31
P49790,PS01358,662,681,,20
P49790,PS50199,722,751,0,30
P49790,PS01358,726,745,,20
P49790,PS50199,793,822,0,30
P49790,PS01358,797,816,,20
P49790,PS50199,851,880,0,30
P49790,PS01358,855,874,,20
P49792,PS50293,26,128,0,103
P49792,PS50005,60,93,0,34
P49792,PS50196,1171,1307,0,137
P49792,PS50199,1351,1381,0,31
P49792,PS01358,1356,1375,,20
P49792,PS50199,1415,1444,0,30
P49792,PS01358,1419,1438,,20
P49792,PS50199,1479,1508,0,30
P49792,PS01358,1483,1502,,20
P49792,PS50199,1543,1572,0,30
P49792,PS01358,1547,1566,,20
P49792,PS50199,1606,1635,0,30
P49792,PS01358,1610,1629,,20
P49792,PS50199,1665,1694,0,30
P49792,PS01358,1669,1688,,20
P49792,PS50199,1724,1753,0,30
P49792,PS01358,1728,1747,,20
P49792,PS50199,1781,1810,0,30
P49792,PS01358,1785,1804,,20
P49792,PS50196,2012,2148,0,137
P49792,PS50196,2309,2445,0,137
P49792,PS50196,2911,3046,0,136
P49792,PS50072,3067,3223,0,157
P49792,PS00170,3108,3125,,18
P49815,PS50085,1531,1758,0,228
P49840,PS50011,119,403,0,285
P49840,PS00107,125,149,,25
P49840,PS00108,240,252,,13
P49841,PS50011,56,340,0,285
P49841,PS00107,62,86,,25
P49841,PS00108,177,189,,13
P49915,PS51273,27,216,0,190
P49915,PS51553,217,435,0,219
P49916,PS50064,93,185,0,93
P49916,PS00347,105,142,,38
P49916,PS00697,506,514,,9
P49916,PS50160,583,717,0,135
P49916,PS00333,655,677,,23
P49916,PS50172,933,1009,0,77
P49917,PS00697,271,279,,9
P49917,PS50160,355,489,0,135
P49917,PS00333,427,451,,25
P49917,PS50172,654,743,0,90
P49917,PS50172,808,911,0,104
P50135,PS51597,1,292,0,292
P50402,PS50954,1,45,0,45
P50416,PS00439,171,186,,16
P50416,PS00440,451,478,,28
P50542,PS50005,335,368,0,34
P50542,PS50293,335,589,0,255
P50542,PS50005,369,402,0,34
P50542,PS50005,488,521,0,34
P50542,PS50005,522,555,0,34
P50542,PS50005,556,589,0,34
P50579,PS01202,246,262,,17
P50990,PS00750,44,56,,13
P50990,PS00751,65,81,,17
P50990,PS00995,93,101,,9
P50990,PS00141,282,293,,12
P50991,PS00750,49,61,,13
P50991,PS00751,70,86,,17
P50991,PS00995,98,106,,9
P50995,PS51897,200,271,0,72
P50995,PS00223,217,269,,53
P50995,PS51897,272,343,0,72
P50995,PS00223,289,341,,53
P50995,PS51897,355,427,0,73
P50995,PS00223,373,425,,53
P50995,PS51897,431,502,0,72
P50995,PS00223,448,500,,53
P51149,PS51419,4,207,0,204
P51149,PS00675,11,24,,14
P51170,PS01206,389,409,,21
P51172,PS01206,551,571,,21
P51452,PS50054,28,179,0,152
P51452,PS50056,99,158,0,60
P51452,PS00383,122,132,,11
P51587,PS50138,1002,1036,0,35
P51587,PS50138,1212,1246,0,35
P51587,PS50138,1421,1455,0,35
P51587,PS50138,1517,1551,0,35
P51587,PS50138,1664,1698,0,35
P51587,PS50138,1837,1871,0,35
P51587,PS50138,1971,2005,0,35
P51587,PS50138,2051,2085,0,35
P51608,PS50982,90,162,0,73
P51610,PS50853,366,466,0,101
P51610,PS50853,1797,1888,0,92
P51610,PS50853,1890,2006,0,117
P51617,PS50011,212,521,0,310
P51617,PS00107,218,239,,22
P51617,PS00108,336,348,,13
P51665,PS50249,9,144,0,136
P51793,PS51371,600,666,0,67
P51793,PS51371,697,755,0,59
P51798,PS51371,631,695,0,65
P51798,PS51371,741,799,0,59
P51809,PS50859,7,110,0,104
P51809,PS50892,125,185,0,61
P51809,PS00417,143,162,,20
P51843,PS51843,205,469,0,265
P51955,PS50011,8,271,0,264
P51955,PS00108,137,149,,13
P51957,PS50011,6,261,0,256
P51957,PS00107,12,36,,25
P51957,PS00108,127,139,,13
P51970,PS51808,33,74,0,42
P51970,PS51808,75,118,0,44
P52298,PS50102,40,118,0,79
P52306,PS50176,89,131,0,43
P52306,PS50176,357,389,0,33
P52429,PS50081,59,108,1,50
P52429,PS00479,60,108,,49
P52429,PS50081,124,177,1,54
P52429,PS00479,125,177,,53
P52429,PS00198,135,146,,12
P52429,PS50146,215,356,0,142
P52435,PS01154,35,66,,32
P52594,PS50115,11,135,0,125
P52701,PS50812,92,154,0,63
P52701,PS00486,1208,1224,,17
P52732,PS50067,18,359,0,342
P52732,PS00411,259,270,,12
P52739,PS50097,34,98,0,65
P52739,PS50157,261,288,0,28
P52739,PS00028,263,283,,21
P52739,PS50157,288,316,0,29
P52739,PS00028,290,311,,22
P52739,PS50157,328,355,0,28
P52739,PS00028,330,350,,21
P52739,PS50157,356,386,0,31
P52739,PS50157,392,419,0,28
P52739,PS00028,394,414,,21
P52739,PS00028,422,443,,22
P52948,PS51434,738,880,0,143
P52952,PS50071,136,196,0,61
P52952,PS00027,171,194,,24
P53041,PS50005,28,61,0,34
P53041,PS50293,28,129,0,102
P53041,PS50005,62,95,0,34
P53041,PS50005,96,129,0,34
P53041,PS00125,300,305,,6
P53350,PS50011,53,305,0,253
P53350,PS00107,59,82,,24
P53350,PS00108,172,184,,13
P53350,PS50078,410,488,0,79
P53350,PS50078,510,592,0,83
P53384,PS01215,162,178,,17
P53396,PS01217,273,297,,25
P53396,PS01216,661,690,,30
P53396,PS00399,746,762,,17
P53621,PS50082,5,39,0,35
P53621,PS50294,5,327,0,323
P53621,PS50082,47,88,0,42
P53621,PS50082,89,130,0,42
P53621,PS50082,131,165,0,35
P53621,PS00678,150,164,,15
P53621,PS50082,201,242,0,42
P53621,PS50082,245,286,0,42
P53804,PS50005,231,264,0,34
P53804,PS50293,231,332,0,102
P53804,PS50293,536,609,0,74
P53804,PS50005,576,609,0,34
P53804,PS50089,1957,1997,0,41
P54098,PS00447,943,962,,20
P54132,PS51192,676,851,0,176
P54132,PS00690,790,799,,10
P54132,PS51194,877,1024,0,148
P54132,PS50967,1212,1292,0,81
P54136,PS00178,201,212,,12
P54252,PS50957,1,180,0,180
P54252,PS50330,224,243,0,20
P54252,PS50330,244,263,0,20
P54252,PS50330,335,354,0,20
P54253,PS51148,562,693,0,132
P54274,PS51294,375,432,0,58
P54278,PS00058,105,111,,7
P54577,PS50886,364,468,0,105
P54578,PS50053,4,72,0,69
P54578,PS00299,30,55,,26
P54578,PS50235,105,483,0,379
P54578,PS00972,106,121,,16
P54578,PS00973,418,436,,19
P54845,PS50217,159,222,0,64
P54886,PS00902,301,318,,18
P54886,PS01223,678,699,,22
P55010,PS51363,233,392,0,160
P55036,PS50234,5,188,0,184
P55036,PS50330,211,230,0,20
P55036,PS50330,282,301,0,20
P55060,PS50166,29,102,0,74
P55073,PS01205,159,173,,15
P55084,PS00098,134,152,,19
P55084,PS00737,418,434,,17
P55084,PS00099,453,466,,14
P55087,PS00221,95,103,,9
P55157,PS51211,28,659,0,632
P55210,PS50208,66,190,0,125
P55210,PS01121,131,145,,15
P55210,PS01122,177,188,,12
P55210,PS50207,209,303,0,95
P55263,PS00584,311,324,,14
P55265,PS50139,133,199,0,67
P55265,PS50139,293,357,0,65
P55265,PS50137,503,571,0,69
P55265,PS50137,614,682,0,69
P55265,PS50137,726,794,0,69
P55265,PS50141,886,1221,0,336
P55318,PS00657,117,130,,14
P55318,PS50039,117,211,0,95
P55318,PS00658,161,167,,7
P55345,PS50002,30,89,0,60
P55345,PS51678,99,432,0,334
P55735,PS50082,9,50,0,42
P55735,PS50294,9,290,0,282
P55735,PS50082,53,96,0,44
P55735,PS50082,208,243,0,36
P55769,PS01082,73,90,,18
P55786,PS00142,349,358,,10
P55789,PS51324,95,195,0,101
P55884,PS50102,185,268,0,84
P55957,PS01259,86,100,,15
P56192,PS50405,74,198,0,125
P56192,PS00178,273,284,,12
P56192,PS51185,841,897,0,57
P56192,PS00762,852,880,,29
P56277,PS51808,4,46,0,43
P56645,PS50112,284,330,0,47
P56817,PS51767,75,416,0,342
P56817,PS00141,90,101,,12
P56945,PS50002,3,65,0,63
P57052,PS50102,10,87,0,78
P57059,PS50011,27,278,0,252
P57059,PS00107,33,56,,24
P57059,PS00108,145,157,,13
P57059,PS50030,303,343,0,41
P57071,PS50280,49,159,0,111
P57071,PS00028,199,219,,21
P57071,PS50157,372,394,0,23
P57071,PS00028,374,394,,21
P57071,PS50157,399,427,0,29
P57071,PS00028,401,422,,22
P57071,PS50157,460,487,0,28
P57071,PS00028,462,482,,21
P57071,PS50157,487,509,0,23
P57071,PS00028,489,509,,21
P57071,PS50157,536,563,0,28
P57071,PS00028,538,558,,21
P57071,PS50157,563,590,0,28
P57071,PS00028,565,585,,21
P57071,PS00028,628,649,,22
P57071,PS50157,654,681,0,28
P57071,PS00028,656,676,,21
P57071,PS50157,690,717,0,28
P57071,PS00028,692,712,,21
P57071,PS50157,718,745,0,28
P57071,PS00028,720,740,,21
P57071,PS50157,746,773,0,28
P57071,PS00028,748,768,,21
P57071,PS50157,774,801,0,28
P57071,PS00028,776,796,,21
P57071,PS50157,802,829,0,28
P57071,PS00028,804,824,,21
P57071,PS50157,830,858,0,29
P57071,PS00028,832,853,,22
P57071,PS00028,861,882,,22
P57081,PS50294,141,226,0,86
P57081,PS50082,184,226,0,43
P57087,PS50835,32,127,0,96
P57087,PS50835,134,238,0,105
P57723,PS50084,17,79,0,63
P57723,PS50084,101,166,0,66
P57723,PS50084,241,305,0,65
P58012,PS00657,54,67,,14
P58012,PS50039,54,148,0,95
P58012,PS00658,98,104,,7
P58557,PS01306,118,128,,11
P58753,PS50104,84,213,0,130
P59047,PS50824,69,148,0,80
P59047,PS50837,280,410,0,131
P59923,PS50804,55,137,0,83
P59923,PS50805,234,304,0,71
P59923,PS50157,485,512,0,28
P59923,PS00028,487,507,,21
P59923,PS50157,513,540,0,28
P59923,PS00028,515,535,,21
P59923,PS50157,541,568,0,28
P59923,PS00028,543,563,,21
P59923,PS50157,597,624,0,28
P59923,PS00028,599,619,,21
P59923,PS50157,625,652,0,28
P59923,PS00028,627,647,,21
P59923,PS50157,681,708,0,28
P59923,PS00028,683,703,,21
P59923,PS50157,709,736,0,28
P59923,PS00028,711,731,,21
P59923,PS50157,762,789,0,28
P59923,PS00028,764,784,,21
P59923,PS50157,790,817,0,28
P59923,PS00028,792,812,,21
P59923,PS50157,840,867,0,28
P59923,PS00028,842,862,,21
P59923,PS50157,868,895,0,28
P59923,PS00028,870,890,,21
P59923,PS50157,896,923,0,28
P59923,PS00028,898,918,,21
P59923,PS50157,978,1005,0,28
P59923,PS00028,980,1000,,21
P59923,PS50157,1006,1031,0,26
P59923,PS00028,1008,1028,,21
P60228,PS50250,221,398,0,178
P60323,PS51522,57,111,0,55
P60484,PS51181,14,185,0,172
P60484,PS50056,102,173,0,72
P60484,PS00383,122,132,,11
P60484,PS51182,190,350,0,161
P60866,PS00361,43,58,,16
P60900,PS00388,9,31,,23
P60900,PS51475,24,239,0,216
P61011,PS00300,269,282,,14
P61081,PS50127,29,173,0,145
P61081,PS00183,100,115,,16
P61218,PS01111,58,72,,15
P61221,PS51379,7,37,0,31
P61221,PS51379,46,75,0,30
P61221,PS00198,55,66,,12
P61221,PS50893,79,315,0,237
P61221,PS50893,342,562,0,221
P61221,PS00211,462,476,,15
P61353,PS01107,125,136,,12
P61587,PS51420,17,197,0,181
P61599,PS51186,2,157,0,156
P61619,PS00755,75,94,,20
P61619,PS00756,164,182,,19
P61769,PS50835,25,113,0,89
P61769,PS00290,98,104,,7
P61923,PS00989,67,77,,11
P61964,PS50082,41,82,0,42
P61964,PS50294,41,334,0,294
P61964,PS50082,83,124,0,42
P61964,PS00678,102,116,,15
P61964,PS50082,125,166,0,42
P61964,PS00678,144,158,,15
P61964,PS50082,167,208,0,42
P61964,PS00678,186,200,,15
P61964,PS50082,210,251,0,42
P61964,PS50082,252,296,0,45
P61964,PS00678,274,288,,15
P61970,PS50177,10,121,0,112
P61970,PS00678,29,43,,15
P61978,PS50084,42,104,0,63
P61978,PS50084,144,209,0,66
P61978,PS50084,387,451,0,65
P62081,PS00948,78,91,,14
P62241,PS01193,11,30,,20
P62249,PS00360,74,92,,19
P62263,PS00054,116,138,,23
P62266,PS00055,60,67,,8
P62269,PS50159,15,145,0,131
P62269,PS00646,121,134,,14
P62273,PS00527,22,44,,23
P62280,PS00056,123,135,,13
P62306,PS52002,6,78,0,73
P62308,PS52002,4,76,0,73
P62310,PS52002,16,101,0,86
P62316,PS52002,29,115,0,87
P62318,PS52002,5,77,0,73
P62328,PS00500,18,29,,12
P62633,PS50158,6,20,0,15
P62633,PS50158,54,67,0,14
P62633,PS50158,74,89,0,16
P62633,PS50158,98,111,0,14
P62633,PS50158,118,134,0,17
P62633,PS50158,136,152,0,17
P62633,PS50158,158,171,0,14
P62750,PS00050,134,149,,16
P62753,PS00578,52,63,,12
P62826,PS51418,7,171,0,165
P62829,PS00049,79,105,,27
P62841,PS00323,98,122,,25
P62847,PS00529,64,86,,23
P62854,PS00733,73,80,,8
P62857,PS00961,60,68,,9
P62861,PS50053,1,74,0,74
P62861,PS00299,25,50,,26
P62875,PS01112,2,11,,10
P62888,PS00709,24,48,,25
P62888,PS00993,80,100,,21
P62906,PS01199,117,136,,20
P62910,PS00580,20,40,,21
P62913,PS00358,40,56,,17
P62917,PS00467,197,208,,12
P62979,PS50053,1,76,0,76
P62979,PS00299,27,52,,26
P62987,PS50053,1,76,0,76
P62987,PS00299,27,52,,26
P62993,PS50002,1,58,0,58
P62993,PS50001,60,152,0,93
P62993,PS50002,156,215,0,60
P63027,PS50892,31,91,0,61
P63027,PS00417,49,68,,20
P63167,PS01239,55,69,,15
P63220,PS00996,11,19,,9
P67809,PS51857,58,127,0,70
P67809,PS00352,72,91,,20
P67870,PS01101,109,140,,32
P68400,PS50011,39,324,0,286
P68400,PS00107,45,68,,24
P68400,PS00108,152,164,,13
P78310,PS50835,18,134,0,117
P78310,PS50835,141,228,0,88
P78317,PS50089,132,177,0,46
P78317,PS00518,154,163,,10
P78332,PS50102,456,536,0,81
P78332,PS50174,1051,1097,0,47
P78347,PS51139,103,197,0,95
P78347,PS51139,352,446,0,95
P78347,PS51139,457,551,0,95
P78347,PS51139,562,656,0,95
P78347,PS51139,724,818,0,95
P78347,PS51139,859,953,0,95
P78364,PS51024,791,825,0,35
P78364,PS50105,940,1004,0,65
P78371,PS00750,40,52,,13
P78371,PS00751,63,79,,17
P78371,PS00995,91,99,,9
P78371,PS00107,95,120,,26
P78406,PS50294,35,166,0,132
P78406,PS50082,82,123,0,42
P78406,PS00678,101,115,,15
P78406,PS50082,123,166,0,44
P78406,PS00678,144,158,,15
P78406,PS50082,276,310,0,35
P78524,PS50211,698,1096,0,399
P78527,PS51189,2906,3539,0,634
P78527,PS50290,3722,4053,0,332
P78527,PS00915,3752,3766,,15
P78527,PS00916,3907,3927,,21
P78527,PS51190,4096,4128,0,33
P78540,PS51409,14,330,0,317
P78540,PS01053,249,270,,22
P78545,PS51433,46,132,0,87
P78545,PS50061,273,355,0,83
P78562,PS51885,53,749,0,697
P78562,PS00142,577,586,,10
P78563,PS50137,78,144,0,67
P78563,PS50137,249,298,0,50
P78563,PS50141,370,737,0,368
P82675,PS50881,218,282,0,65
P82675,PS00585,236,268,,33
P82912,PS00054,162,184,,23
P82933,PS00360,334,352,,19
P82970,PS00355,18,27,,10
P83111,PS51257,1,22,0,22
P83369,PS52002,154,229,0,76
P83731,PS01073,8,25,,18
P84090,PS01290,52,68,,17
P84098,PS00526,7,26,,20
P84103,PS50102,10,83,0,74
P85037,PS50006,123,175,1,53
P85037,PS00657,305,318,,14
P85037,PS50039,305,400,0,96
P85037,PS00658,349,355,,7
P85298,PS50191,13,199,0,187
P85298,PS50238,226,412,0,187
P86452,PS50808,130,187,0,58
P86452,PS50808,264,321,0,58
P98170,PS01282,26,93,,68
P98170,PS50143,29,94,0,66
P98170,PS01282,163,230,,68
P98170,PS50143,166,231,0,66
P98170,PS01282,265,330,,66
P98170,PS50143,268,331,0,64
P98170,PS50089,450,484,0,35
P98179,PS50102,6,84,0,79
Q00013,PS50106,71,152,0,82
Q00013,PS50002,158,228,0,71
Q00013,PS50052,282,451,0,170
Q00013,PS00856,317,334,,18
Q00059,PS50118,50,118,0,69
Q00059,PS50118,155,219,0,65
Q00403,PS51134,11,42,0,32
Q00403,PS00782,153,168,,16
Q00403,PS00782,247,262,,16
Q00587,PS50108,38,52,0,15
Q00978,PS51507,9,116,0,108
Q00978,PS00601,30,63,,34
Q00987,PS51925,26,109,0,84
Q00987,PS50199,299,328,0,30
Q00987,PS01358,303,322,,20
Q00987,PS50089,438,479,0,42
Q01081,PS50103,12,40,0,29
Q01081,PS50102,65,147,0,83
Q01081,PS50103,149,176,0,28
Q01167,PS50006,54,128,1,75
Q01167,PS00657,258,271,,14
Q01167,PS50039,258,353,0,96
Q01167,PS00658,302,308,,7
Q01201,PS50254,122,299,0,178
Q01201,PS01204,140,146,,7
Q01484,PS50297,30,813,0,784
Q01484,PS50088,63,95,0,33
Q01484,PS50088,96,128,0,33
Q01484,PS50088,129,161,0,33
Q01484,PS50088,232,264,0,33
Q01484,PS50088,265,297,0,33
Q01484,PS50088,298,330,0,33
Q01484,PS50088,331,363,0,33
Q01484,PS50088,364,396,0,33
Q01484,PS50088,397,429,0,33
Q01484,PS50088,430,462,0,33
Q01484,PS50088,463,495,0,33
Q01484,PS50088,496,528,0,33
Q01484,PS50088,529,561,0,33
Q01484,PS50088,562,594,0,33
Q01484,PS50088,595,627,0,33
Q01484,PS50088,628,660,0,33
Q01484,PS50088,661,693,0,33
Q01484,PS50088,694,726,0,33
Q01484,PS50088,727,759,0,33
Q01484,PS50088,760,792,0,33
Q01484,PS51145,968,1156,0,189
Q01484,PS51145,1158,1304,0,147
Q01484,PS00687,2528,2535,,8
Q01484,PS50017,3569,3653,0,85
Q01523,PS00269,65,93,,29
Q01638,PS50835,28,103,0,76
Q01638,PS50835,114,197,0,84
Q01638,PS50835,212,319,0,108
Q01638,PS50104,375,535,0,161
Q01780,PS50967,503,583,0,81
Q01804,PS50802,34,155,0,122
Q01968,PS50238,721,901,0,181
Q02127,PS00911,113,132,,20
Q02127,PS00912,329,349,,21
Q02224,PS50067,6,329,0,324
Q02224,PS00411,229,240,,12
Q02224,PS00178,2523,2533,,11
Q02410,PS01179,457,643,0,187
Q02410,PS50106,656,741,0,86
Q02410,PS50106,747,823,0,77
Q02763,PS50026,216,252,0,37
Q02763,PS00022,240,251,,12
Q02763,PS01186,240,255,,16
Q02763,PS00022,287,298,,12
Q02763,PS01186,287,302,,16
Q02763,PS00022,329,340,,12
Q02763,PS01186,329,340,,12
Q02763,PS50835,350,440,0,91
Q02763,PS50853,447,541,0,95
Q02763,PS50853,545,636,0,92
Q02763,PS50853,641,735,0,95
Q02763,PS50011,824,1096,0,273
